Elaboracion,Periodo,Pais,Negocio,Concepto,Clasificación,Cohort_Act,Valor,Escenario 
07-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,134.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,312.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,0.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Resucitados,<2024,106.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Resucitados,2024,164.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Resucitados,2025,2.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Churn Neto,<2024,28.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Churn Neto,2024,148.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,Churn Neto,2025,84.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0.12810707457,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0.15741675076,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0.10513447433,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0.20623501199,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0.12810707457,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0.15741675076,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0.00000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Resurrected,<2024,0.01607765812,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Resurrected,2024,0.06339389254,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Resurrected,2025,0.25000000000,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Neto,<2024,0.02676864245,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Neto,2024,0.07467204844,Moderado
07-01-2025,03-01-2025,CL,PYME,Churn,% Churn Neto,2025,0.10268948655,Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion,Activacion,,"7,046,386,200.00000000000",Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"20,939,835,832.00000000000",Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion,Recurrencia,2024,"30,175,531,311.00000000000",Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion,Recurrencia,2025,"6,919,223,705.00000000000",Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion Prom,Activacion,,"17,102,879.12621360000",Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"28,220,803.00808630000",Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"23,760,260.87480310000",Moderado
07-01-2025,03-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"18,904,982.80054650000",Moderado
07-01-2025,03-01-2025,CL,PYME,Term,,,42.83209227939,Moderado
07-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,,42.54631512532,Moderado
07-01-2025,03-01-2025,CL,PYME,Term,Activacion,,45.18577539292,Moderado
07-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,<2024,41.23993264347,Moderado
07-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,2024,43.59100211901,Moderado
07-01-2025,03-01-2025,CL,PYME,Term,Recurrencia,2025,41.94385586656,Moderado
07-01-2025,03-01-2025,CL,PYME,Rate All In,,,0.01768720564,Moderado
07-01-2025,03-01-2025,CL,PYME,Rate All In,Recurrencia,,0.01746602238,Moderado
07-01-2025,03-01-2025,CL,PYME,Rate All In,Activacion,,0.01940247744,Moderado
07-01-2025,03-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0.01694326369,Moderado
07-01-2025,03-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0.01720327419,Moderado
07-01-2025,03-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0.02021238460,Moderado
07-01-2025,03-01-2025,CL,PYME,Int Rate,,,0.01429686353,Moderado
07-01-2025,03-01-2025,CL,PYME,Int Rate,Recurrencia,,0.01411667479,Moderado
07-01-2025,03-01-2025,CL,PYME,Int Rate,Activacion,,0.01569422366,Moderado
07-01-2025,03-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0.01384718202,Moderado
07-01-2025,03-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0.01387171770,Moderado
07-01-2025,03-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0.01602879867,Moderado
07-01-2025,03-01-2025,CL,PYME,AD Rate,,,0.00339034211,Moderado
07-01-2025,03-01-2025,CL,PYME,AD Rate,Recurrencia,,0.00334934759,Moderado
07-01-2025,03-01-2025,CL,PYME,AD Rate,Activacion,,0.00370825378,Moderado
07-01-2025,03-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0.00309608167,Moderado
07-01-2025,03-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0.00333155649,Moderado
07-01-2025,03-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0.00418358593,Moderado
07-01-2025,03-01-2025,CL,PYME,Fund Rate,,,0.00798995111,Moderado
07-01-2025,03-01-2025,CL,PYME,Fund Rate,Recurrencia,,0.00799320073,Moderado
07-01-2025,03-01-2025,CL,PYME,Fund Rate,Activacion,,0.00796475031,Moderado
07-01-2025,03-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0.00807001733,Moderado
07-01-2025,03-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0.00794190429,Moderado
07-01-2025,03-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,0.00799712488,Moderado
07-01-2025,03-01-2025,CL,PYME,Spread,,,0.00969725453,Moderado
07-01-2025,03-01-2025,CL,PYME,Spread,Recurrencia,,0.00947282164,Moderado
07-01-2025,03-01-2025,CL,PYME,Spread,Activacion,,0.01143772712,Moderado
07-01-2025,03-01-2025,CL,PYME,Spread,Recurrencia,<2024,0.00887324636,Moderado
07-01-2025,03-01-2025,CL,PYME,Spread,Recurrencia,2024,0.00926136990,Moderado
07-01-2025,03-01-2025,CL,PYME,Spread,Recurrencia,2025,0.01221525972,Moderado
07-01-2025,03-01-2025,CL,PYME,NTR,,,0.01384512336,Moderado
07-01-2025,03-01-2025,CL,PYME,NTR,Recurrencia,,0.01343445516,Moderado
07-01-2025,03-01-2025,CL,PYME,NTR,Activacion,,0.01722741896,Moderado
07-01-2025,03-01-2025,CL,PYME,NTR,Recurrencia,<2024,0.01219773608,Moderado
07-01-2025,03-01-2025,CL,PYME,NTR,Recurrencia,2024,0.01345707984,Moderado
07-01-2025,03-01-2025,CL,PYME,NTR,Recurrencia,2025,0.01707850310,Moderado
07-01-2025,03-01-2025,CL,PYME,Risk Rate,,,0.00238670592,Moderado
07-01-2025,03-01-2025,CL,PYME,Risk Rate,Recurrencia,,0.00236917335,Moderado
07-01-2025,03-01-2025,CL,PYME,Risk Rate,Activacion,,0.00252267064,Moderado
07-01-2025,03-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0.00216840516,Moderado
07-01-2025,03-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0.00235074459,Moderado
07-01-2025,03-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,0.00305009280,Moderado
07-01-2025,03-01-2025,CL,PYME,Interest Revenue,Activacion,,"166,566,156.44740700000",Moderado
07-01-2025,03-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"398,594,558.98864600000",Moderado
07-01-2025,03-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"608,220,096.89676400000",Moderado
07-01-2025,03-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,"155,062,022.24192100000",Moderado
07-01-2025,03-01-2025,CL,PYME,AD Revenue,Activacion,,"39,356,491.39790990000",Moderado
07-01-2025,03-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"89,121,476.59406090000",Moderado
07-01-2025,03-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"146,075,609.23166700000",Moderado
07-01-2025,03-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"40,471,859.92916540000",Moderado
07-01-2025,03-01-2025,CL,PYME,Gross Revenue,Activacion,,"205,922,647.84531700000",Moderado
07-01-2025,03-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"487,716,035.58270600000",Moderado
07-01-2025,03-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"754,295,706.12843100000",Moderado
07-01-2025,03-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"195,533,882.17108600000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Fund,Activacion,,"84,531,600.63653670000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"232,297,444.58068300000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"348,221,172.18061000000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"77,363,898.67994690000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Risk,Activacion,,"26,773,643.67240670000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"62,418,078.86081000000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"103,070,876.71750500000",Moderado
07-01-2025,03-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"29,506,488.11671670000",Moderado
07-01-2025,03-01-2025,CL,PYME,Margen Financiero,Activacion,,"125,801,439.18997700000",Moderado
07-01-2025,03-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"270,122,495.20510800000",Moderado
07-01-2025,03-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"426,356,090.93962400000",Moderado
07-01-2025,03-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"123,499,172.04084200000",Moderado
07-01-2025,03-01-2025,CL,PYME,Resultado Comercial,Activacion,,"101,502,617.33311300000",Moderado
07-01-2025,03-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"213,379,516.40916000000",Moderado
07-01-2025,03-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"329,859,176.14593800000",Moderado
07-01-2025,03-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"96,106,234.12506970000",Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Active,<2024,954.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Active,2024,"1,720.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Active,2025,"1,329.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,New Active,,349.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Old Active,<2024,954.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Old Active,2024,"1,720.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Old Active,2025,980.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Old Operados,<2024,655.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Old Operados,2024,"1,098.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Old Operados,2025,451.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,% OldOp/OldActive,<2024,0.68658280922,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2024,0.63837209302,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2025,0.46020408163,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Total Operados,<2024,655.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Total Operados,2024,"1,098.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Clientes,Total Operados,2025,800.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto,<2024,142.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto,2024,255.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto,2025,175.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,685.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"2,849.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,258.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto Act,,95.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,142.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto Rec,2024,255.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Bruto Rec,2025,80.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Resucitados,<2024,78.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Resucitados,2024,141.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Resucitados,2025,9.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Neto,<2024,64.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Neto,2024,114.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,Churn Neto,2025,166.00000000000,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Bruto,<2024,0.13948919450,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Bruto,2024,0.13904034896,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Bruto,2025,0.15270506108,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Bruto Act,,0.23058252427,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Bruto Rec,<2024,0.13948919450,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2024,0.13904034896,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Bruto Rec,2025,0.10899182561,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Resurrected,<2024,0.01178069778,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Resurrected,2024,0.05155393053,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Resurrected,2025,0.09782608696,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Neto,<2024,0.06286836935,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Neto,2024,0.06215921483,Moderado
07-01-2025,04-01-2025,CL,PYME,Churn,% Churn Neto,2025,0.14485165794,Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion,Activacion,,"6,015,735,127.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion,Recurrencia,<2024,"18,382,015,810.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion,Recurrencia,2024,"23,825,453,448.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion,Recurrencia,2025,"8,492,101,035.00000000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion Prom,Activacion,,"17,237,063.40114610000",Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion Prom,Recurrencia,<2024,"28,064,146.27480920000",Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion Prom,Recurrencia,2024,"21,698,955.78142080000",Moderado
07-01-2025,04-01-2025,CL,PYME,Originacion Prom,Recurrencia,2025,"18,829,492.31707320000",Moderado
07-01-2025,04-01-2025,CL,PYME,Term,,,41.46207972081,Moderado
07-01-2025,04-01-2025,CL,PYME,Term,Recurrencia,,41.13730929520,Moderado
07-01-2025,04-01-2025,CL,PYME,Term,Activacion,,44.19918843229,Moderado
07-01-2025,04-01-2025,CL,PYME,Term,Recurrencia,<2024,41.11863823857,Moderado
07-01-2025,04-01-2025,CL,PYME,Term,Recurrencia,2024,41.52800684602,Moderado
07-01-2025,04-01-2025,CL,PYME,Term,Recurrencia,2025,40.08158296623,Moderado
07-01-2025,04-01-2025,CL,PYME,Rate All In,,,0.01845522872,Moderado
07-01-2025,04-01-2025,CL,PYME,Rate All In,Recurrencia,,0.01814327941,Moderado
07-01-2025,04-01-2025,CL,PYME,Rate All In,Activacion,,0.02090215674,Moderado
07-01-2025,04-01-2025,CL,PYME,Rate All In,Recurrencia,<2024,0.01696184789,Moderado
07-01-2025,04-01-2025,CL,PYME,Rate All In,Recurrencia,2024,0.01820878622,Moderado
07-01-2025,04-01-2025,CL,PYME,Rate All In,Recurrencia,2025,0.02057635703,Moderado
07-01-2025,04-01-2025,CL,PYME,Int Rate,,,0.01451694611,Moderado
07-01-2025,04-01-2025,CL,PYME,Int Rate,Recurrencia,,0.01426435723,Moderado
07-01-2025,04-01-2025,CL,PYME,Int Rate,Activacion,,0.01649825136,Moderado
07-01-2025,04-01-2025,CL,PYME,Int Rate,Recurrencia,<2024,0.01370752152,Moderado
07-01-2025,04-01-2025,CL,PYME,Int Rate,Recurrencia,2024,0.01417632083,Moderado
07-01-2025,04-01-2025,CL,PYME,Int Rate,Recurrencia,2025,0.01575677931,Moderado
07-01-2025,04-01-2025,CL,PYME,AD Rate,,,0.00393828261,Moderado
07-01-2025,04-01-2025,CL,PYME,AD Rate,Recurrencia,,0.00387892218,Moderado
07-01-2025,04-01-2025,CL,PYME,AD Rate,Activacion,,0.00440390538,Moderado
07-01-2025,04-01-2025,CL,PYME,AD Rate,Recurrencia,<2024,0.00325432637,Moderado
07-01-2025,04-01-2025,CL,PYME,AD Rate,Recurrencia,2024,0.00403246539,Moderado
07-01-2025,04-01-2025,CL,PYME,AD Rate,Recurrencia,2025,0.00481957772,Moderado
07-01-2025,04-01-2025,CL,PYME,Fund Rate,,,0.00778993779,Moderado
07-01-2025,04-01-2025,CL,PYME,Fund Rate,Recurrencia,,0.00779363666,Moderado
07-01-2025,04-01-2025,CL,PYME,Fund Rate,Activacion,,0.00776092384,Moderado
07-01-2025,04-01-2025,CL,PYME,Fund Rate,Recurrencia,<2024,0.00779399721,Moderado
07-01-2025,04-01-2025,CL,PYME,Fund Rate,Recurrencia,2024,0.00785951292,Moderado
07-01-2025,04-01-2025,CL,PYME,Fund Rate,Recurrencia,2025,0.00760134379,Moderado
07-01-2025,04-01-2025,CL,PYME,Spread,,,0.01066529094,Moderado
07-01-2025,04-01-2025,CL,PYME,Spread,Recurrencia,,0.01034964275,Moderado
07-01-2025,04-01-2025,CL,PYME,Spread,Activacion,,0.01314123290,Moderado
07-01-2025,04-01-2025,CL,PYME,Spread,Recurrencia,<2024,0.00916785067,Moderado
07-01-2025,04-01-2025,CL,PYME,Spread,Recurrencia,2024,0.01034927330,Moderado
07-01-2025,04-01-2025,CL,PYME,Spread,Recurrencia,2025,0.01297501325,Moderado
07-01-2025,04-01-2025,CL,PYME,NTR,,,0.01474017143,Moderado
07-01-2025,04-01-2025,CL,PYME,NTR,Recurrencia,,0.01419188183,Moderado
07-01-2025,04-01-2025,CL,PYME,NTR,Activacion,,0.01936106098,Moderado
07-01-2025,04-01-2025,CL,PYME,NTR,Recurrencia,<2024,0.01256565118,Moderado
07-01-2025,04-01-2025,CL,PYME,NTR,Recurrencia,2024,0.01432615642,Moderado
07-01-2025,04-01-2025,CL,PYME,NTR,Recurrencia,2025,0.01733530233,Moderado
07-01-2025,04-01-2025,CL,PYME,Risk Rate,,,0.00237007680,Moderado
07-01-2025,04-01-2025,CL,PYME,Risk Rate,Recurrencia,,0.00229110156,Moderado
07-01-2025,04-01-2025,CL,PYME,Risk Rate,Activacion,,0.00298955796,Moderado
07-01-2025,04-01-2025,CL,PYME,Risk Rate,Recurrencia,<2024,0.00210390912,Moderado
07-01-2025,04-01-2025,CL,PYME,Risk Rate,Recurrencia,2024,0.00228555821,Moderado
07-01-2025,04-01-2025,CL,PYME,Risk Rate,Recurrencia,2025,0.00272289624,Moderado
07-01-2025,04-01-2025,CL,PYME,Interest Revenue,Activacion,,"146,224,337.47424700000",Moderado
07-01-2025,04-01-2025,CL,PYME,Interest Revenue,Recurrencia,<2024,"345,358,015.52150300000",Moderado
07-01-2025,04-01-2025,CL,PYME,Interest Revenue,Recurrencia,2024,"467,546,210.06273000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Interest Revenue,Recurrencia,2025,"178,774,764.74039100000",Moderado
07-01-2025,04-01-2025,CL,PYME,AD Revenue,Activacion,,"39,031,903.03456920000",Moderado
07-01-2025,04-01-2025,CL,PYME,AD Revenue,Recurrencia,<2024,"81,992,043.27082700000",Moderado
07-01-2025,04-01-2025,CL,PYME,AD Revenue,Recurrencia,2024,"132,993,880.08594700000",Moderado
07-01-2025,04-01-2025,CL,PYME,AD Revenue,Recurrencia,2025,"54,682,423.15405350000",Moderado
07-01-2025,04-01-2025,CL,PYME,Gross Revenue,Activacion,,"185,256,240.50881600000",Moderado
07-01-2025,04-01-2025,CL,PYME,Gross Revenue,Recurrencia,<2024,"427,350,058.79233000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Gross Revenue,Recurrencia,2024,"600,540,090.14867700000",Moderado
07-01-2025,04-01-2025,CL,PYME,Gross Revenue,Recurrencia,2025,"233,457,187.89444500000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Fund,Activacion,,"68,785,225.89987390000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Fund,Recurrencia,<2024,"196,368,060.18726600000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Fund,Recurrencia,2024,"259,212,917.35985800000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Fund,Recurrencia,2025,"86,244,049.01883820000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Risk,Activacion,,"26,496,512.99266330000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Risk,Recurrencia,<2024,"53,007,531.39669830000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Risk,Recurrencia,2024,"75,379,507.25344670000",Moderado
07-01-2025,04-01-2025,CL,PYME,Cost of Risk,Recurrencia,2025,"30,893,694.99661330000",Moderado
07-01-2025,04-01-2025,CL,PYME,Margen Financiero,Activacion,,"118,489,454.41260800000",Moderado
07-01-2025,04-01-2025,CL,PYME,Margen Financiero,Recurrencia,<2024,"240,010,394.84653300000",Moderado
07-01-2025,04-01-2025,CL,PYME,Margen Financiero,Recurrencia,2024,"354,739,682.51967700000",Moderado
07-01-2025,04-01-2025,CL,PYME,Margen Financiero,Recurrencia,2025,"149,490,109.43452200000",Moderado
07-01-2025,04-01-2025,CL,PYME,Resultado Comercial,Activacion,,"93,142,942.62017610000",Moderado
07-01-2025,04-01-2025,CL,PYME,Resultado Comercial,Recurrencia,<2024,"189,373,407.01939600000",Moderado
07-01-2025,04-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2024,"285,023,911.16895000000",Moderado
07-01-2025,04-01-2025,CL,PYME,Resultado Comercial,Recurrencia,2025,"120,592,782.83426300000",Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Active,<2024,897.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Active,2024,"1,559.00000000000",Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Active,2025,"1,364.00000000000",Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,New Active,,272.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Old Active,<2024,897.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Old Active,2024,"1,559.00000000000",Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Old Active,2025,"1,092.00000000000",Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Old Operados,<2024,624.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Old Operados,2024,988.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Old Operados,2025,533.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,% OldOp/OldActive,<2024,0.69565217391,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2024,0.63373957665,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,% OldOp/OldActive,2025,0.48809523810,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Total Operados,<2024,624.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Total Operados,2024,988.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Clientes,Total Operados,2025,805.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto,<2024,156.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto,2024,297.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto,2025,257.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto Acum.,<2024,"6,742.00000000000",Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2024,"3,010.00000000000",Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto Acum.,2025,495.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto Act,,110.00000000000,Moderado
07-01-2025,05-01-2025,CL,PYME,Churn,Churn Bruto Rec,<2024,156.00000000000,Moderado
